year,state,industry,employed
2008,Terengganu,"Other community, social and personal service activities",12.5
2009,Terengganu,"Other community, social and personal service activities",14.6
2010,Terengganu,Public administration and defence; compulsory social security,31.4
2011,Terengganu,Public administration and defence; compulsory social security,36.8
2012,Terengganu,Public administration and defence; compulsory social security,32.1
2013,Terengganu,Public administration and defence; compulsory social security,30.2
2014,Terengganu,Public administration and defence; compulsory social security,28.7
2015,Terengganu,Public administration and defence; compulsory social security,32.3
2016,Terengganu,Public administration and defence; compulsory social security,30.5
2017,Terengganu,Public administration and defence; compulsory social security,31.3
2018,Terengganu,Public administration and defence; compulsory social security,32.3
2019,Terengganu,Public administration and defence; compulsory social security,29.2
2020,Terengganu,Public administration and defence; compulsory social security,30.4
2021,Terengganu,Public administration and defence; compulsory social security,26.2
2001,Kuala Lumpur,"Other community, social and personal service activities",22.4
2002,Kuala Lumpur,"Other community, social and personal service activities",25.2
2003,Kuala Lumpur,"Other community, social and personal service activities",29.5
2004,Kuala Lumpur,"Other community, social and personal service activities",23.6
2005,Kuala Lumpur,"Other community, social and personal service activities",23.9
2006,Kuala Lumpur,"Other community, social and personal service activities",27.5
2007,Kuala Lumpur,"Other community, social and personal service activities",29.8
2008,Kuala Lumpur,"Other community, social and personal service activities",22.3
2009,Kuala Lumpur,"Other community, social and personal service activities",23.7
2010,Kuala Lumpur,Public administration and defence; compulsory social security,55.5
2011,Kuala Lumpur,Public administration and defence; compulsory social security,50.6
2012,Kuala Lumpur,Public administration and defence; compulsory social security,44
2013,Kuala Lumpur,Public administration and defence; compulsory social security,59.6
2014,Kuala Lumpur,Public administration and defence; compulsory social security,62.3
2015,Kuala Lumpur,Public administration and defence; compulsory social security,44.4
2016,Kuala Lumpur,Public administration and defence; compulsory social security,42.5
2017,Kuala Lumpur,Public administration and defence; compulsory social security,47.9
2018,Kuala Lumpur,Public administration and defence; compulsory social security,46.2
2019,Kuala Lumpur,Public administration and defence; compulsory social security,37
2020,Kuala Lumpur,Public administration and defence; compulsory social security,38.6
2021,Kuala Lumpur,Public administration and defence; compulsory social security,37.9
2001,Labuan,"Other community, social and personal service activities",0.6
2002,Labuan,"Other community, social and personal service activities",0.9
2003,Labuan,"Other community, social and personal service activities",1.6
2004,Labuan,"Other community, social and personal service activities",1.1
2005,Labuan,"Other community, social and personal service activities",0.4
2006,Labuan,"Other community, social and personal service activities",1.2
2007,Labuan,"Other community, social and personal service activities",0.7
2008,Labuan,"Other community, social and personal service activities",0.6
2009,Labuan,"Other community, social and personal service activities",0.8
2010,Labuan,Public administration and defence; compulsory social security,5
2011,Labuan,Public administration and defence; compulsory social security,4.8
2012,Labuan,Public administration and defence; compulsory social security,5.1
2013,Labuan,Public administration and defence; compulsory social security,4.5
2014,Labuan,Public administration and defence; compulsory social security,4.5
2015,Labuan,Public administration and defence; compulsory social security,4.4
2016,Labuan,Public administration and defence; compulsory social security,5.3
2017,Labuan,Public administration and defence; compulsory social security,4.5
2018,Labuan,Public administration and defence; compulsory social security,4.4
2019,Labuan,Public administration and defence; compulsory social security,4.5
2020,Labuan,Public administration and defence; compulsory social security,4.3
2021,Labuan,Public administration and defence; compulsory social security,5.6
2011,Putrajaya,Public administration and defence; compulsory social security,24.9
2012,Putrajaya,Public administration and defence; compulsory social security,25.1
2013,Putrajaya,Public administration and defence; compulsory social security,25.1
2014,Putrajaya,Public administration and defence; compulsory social security,24.4
2015,Putrajaya,Public administration and defence; compulsory social security,22.3
2016,Putrajaya,Public administration and defence; compulsory social security,22.7
2017,Putrajaya,Public administration and defence; compulsory social security,22.4
2018,Putrajaya,Public administration and defence; compulsory social security,21.4
2019,Putrajaya,Public administration and defence; compulsory social security,22.1
2020,Putrajaya,Public administration and defence; compulsory social security,19
2021,Putrajaya,Public administration and defence; compulsory social security,18.5
2001,Johor,Private households with employed persons,24
2002,Johor,Private households with employed persons,26.4
2003,Johor,Private households with employed persons,27.8
2004,Johor,Private households with employed persons,28.2
2005,Johor,Private households with employed persons,27.8
2006,Johor,Private households with employed persons,26.8
2007,Johor,Private households with employed persons,32.9
2008,Johor,Private households with employed persons,27.2
2009,Johor,Private households with employed persons,33.6
2010,Johor,Education,78.9
2011,Johor,Education,88
2012,Johor,Education,76.8
2013,Johor,Education,89.1
2014,Johor,Education,99
2015,Johor,Education,87.8
2016,Johor,Education,90.4
2017,Johor,Education,90.1
2018,Johor,Education,101.7
2019,Johor,Education,98
2020,Johor,Education,85.5
2021,Johor,Education,107.8
2001,Kedah,Private households with employed persons,10.7
2002,Kedah,Private households with employed persons,12.7
2003,Kedah,Private households with employed persons,9.1
